rank,sample_index,class_id,selected_count_before_add,dynamic_k,old_mean_shift,new_mean_shift,dist_improve_raw,div_raw,sa_z,dds_z,div_z,dist_z,sa_component,dds_component,div_component,dist_component,total
1,26617,9,91,5,0.0399722084403038,0.03989645838737488,7.575005292892456e-05,1.4026490449905396,-0.8146428465843201,0.9963930249214172,1.2734071016311646,-1.485663652420044,-0.2207055687904358,0.30591580271720886,0.537446141242981,-0.1485663652420044,0.47408998012542725
2,5670,9,91,5,0.0399722084403038,0.03965158015489578,0.00032062828540802,1.4017623662948608,-1.1734254360198975,1.5616629123687744,0.895831823348999,-0.6636585593223572,-0.31790807843208313,0.4794667959213257,0.3780891001224518,-0.06636586040258408,0.47328194975852966
3,46018,9,91,5,0.0399722084403038,0.03956734016537666,0.0004048682749271393,1.401573896408081,0.6677419543266296,-0.054060500115156174,0.8155754804611206,-0.38088253140449524,0.1809067279100418,-0.01659782975912094,0.34421661496162415,-0.03808825463056564,0.470437228679657
4,42318,9,91,5,0.0399722084403038,0.039226286113262177,0.000745922327041626,1.4001169204711914,0.5634276270866394,0.44054967164993286,0.1951500028371811,0.7639647722244263,0.1526455581188202,0.1352589875459671,0.08236377686262131,0.07639648020267487,0.44666481018066406
5,22196,9,91,5,0.0399722084403038,0.03974989056587219,0.0002223178744316101,1.4023089408874512,0.14164462685585022,0.07305184006690979,1.1285802125930786,-0.9936661124229431,0.038374803960323334,0.022428611293435097,0.47632142901420593,-0.09936661273241043,0.43775826692581177
6,15658,9,91,5,0.0399722084403038,0.03963380679488182,0.0003384016454219818,1.4017194509506226,1.0351108312606812,-0.4974425137042999,0.877557098865509,-0.6039971113204956,0.2804354429244995,-0.152726411819458,0.37037619948387146,-0.06039971113204956,0.4376855194568634
7,5209,9,91,5,0.0399722084403038,0.04006630554795265,-9.409710764884949e-05,1.4057683944702148,-1.0096921920776367,-0.6037213206291199,2.6017227172851562,-2.055805206298828,-0.27354896068573,-0.18535646796226501,1.0980665683746338,-0.20558051764965057,0.43358057737350464
8,19148,9,91,5,0.0399722084403038,0.040094733238220215,-0.00012252479791641235,1.4010462760925293,-1.754943609237671,2.8261098861694336,0.5908983945846558,-2.151231050491333,-0.47545477747917175,0.8676813840866089,0.24939082562923431,-0.21512310206890106,0.426494300365448
9,19838,9,91,5,0.0399722084403038,0.03995535522699356,1.68532133102417e-05,1.4022657871246338,-0.10871388763189316,0.5009814500808716,1.1102039813995361,-1.6833680868148804,-0.029453104361891747,0.1538129448890686,0.4685656726360321,-0.16833680868148804,0.424588680267334
10,41610,9,91,5,0.0399722084403038,0.03970717638731003,0.0002650320529937744,1.4014089107513428,0.9145277142524719,-0.17643050849437714,0.7453194856643677,-0.8502835035324097,0.24776668846607208,-0.05416826531291008,0.3145648241043091,-0.08502835035324097,0.42313486337661743
11,31565,9,91,5,0.0399722084403038,0.039943378418684006,2.8830021619796753e-05,1.4028270244598389,-0.9034355878829956,0.8517904877662659,1.349196195602417,-1.6431645154953003,-0.24476157128810883,0.2615194618701935,0.5694332122802734,-0.16431646049022675,0.42187464237213135
12,29557,9,91,5,0.0399722084403038,0.0396839939057827,0.0002882145345211029,1.4005299806594849,0.6025092601776123,0.5793110132217407,0.3710438311100006,-0.7724647521972656,0.163233682513237,0.17786194384098053,0.15660041570663452,-0.07724647969007492,0.42044955492019653
13,31349,9,91,5,0.0399722084403038,0.03991977125406265,5.24371862411499e-05,1.404374122619629,-1.000999927520752,-0.06097215414047241,2.007998466491699,-1.5639201402664185,-0.2711940109729767,-0.0187198668718338,0.8474830985069275,-0.15639202296733856,0.40117716789245605
14,44810,9,91,5,0.0399722084403038,0.039529524743556976,0.00044268369674682617,1.4007368087768555,0.7968950271606445,0.04390224441885948,0.4591176509857178,-0.2539440393447876,0.21589727699756622,0.013479008339345455,0.19377228617668152,-0.02539440430700779,0.39775416254997253
15,14188,9,91,5,0.0399722084403038,0.039254046976566315,0.0007181614637374878,1.3991386890411377,0.4979446530342102,0.9416489601135254,-0.22141124308109283,0.6707773208618164,0.13490471243858337,0.2891080975532532,-0.09344742447137833,0.06707773357629776,0.397643119096756
